Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2020-01-02,72.46825408935547,94.90049743652344,67.92080688476562,152.50567626953125,28.68400001525879
2020-01-03,71.76372528076172,93.74849700927734,67.56549072265625,150.6067352294922,29.534000396728516
2020-01-06,72.33555603027344,95.14399719238281,69.36638641357422,150.99603271484375,30.1026668548584
2020-01-07,71.99537658691406,95.34300231933594,69.23239135742188,149.61927795410156,31.270666122436523
2020-01-08,73.15348815917969,94.59850311279297,69.72517395019531,152.00247192382812,32.80933380126953
2020-01-09,74.70732879638672,95.05249786376953,70.45714569091797,153.90142822265625,32.089332580566406
2020-01-10,74.8762435913086,94.15799713134766,70.91220092773438,153.18936157226562,31.876667022705078
2020-01-13,76.47591400146484,94.56500244140625,71.46156311035156,155.03131103515625,34.990665435791016
2020-01-14,75.4432373046875,93.47200012207031,70.99310302734375,153.9394073486328,35.861331939697266
2020-01-15,75.11991882324219,93.10099792480469,71.42036437988281,154.93637084960938,34.56666564941406
2020-01-16,76.06090545654297,93.89700317382812,71.96424865722656,157.77529907226562,34.232666015625
2020-01-17,76.9029769897461,93.23600006103516,73.42124938964844,158.6583251953125,34.03333282470703
2020-01-21,76.38182067871094,94.5999984741211,73.55672454833984,158.08865356445312,36.47999954223633
2020-01-22,76.65445709228516,94.37300109863281,73.6371078491211,157.3290252685547,37.97066879272461
2020-01-23,77.02363586425781,94.22899627685547,73.67780303955078,158.29750061035156,38.14666748046875
2020-01-24,76.80164337158203,93.08200073242188,72.7587661743164,156.70240783691406,37.654666900634766
2020-01-27,74.54325103759766,91.41699981689453,71.04966735839844,154.08181762695312,37.201332092285156
2020-01-28,76.65204620361328,92.6624984741211,71.98113250732422,157.10118103027344,37.793331146240234
2020-01-29,78.2565689086914,92.9000015258789,72.28878784179688,159.55081176757812,38.732666015625
2020-01-30,78.14313507080078,93.53399658203125,72.167236328125,164.0513458251953,42.72066879272461
2020-01-31,74.67838287353516,100.43599700927734,71.10177612304688,161.63021850585938,43.371334075927734
2020-02-03,74.47328186035156,100.20999908447266,73.57408905029297,165.57054138183594,52.0
2020-02-04,76.93191528320312,102.4834976196289,71.7285385131836,171.0205841064453,59.137332916259766
2020-02-05,77.55924987792969,101.99349975585938,71.76029205322266,170.8116912841797,48.97999954223633
2020-02-06,78.46647644042969,102.5114974975586,73.24507904052734,174.35330200195312,49.930667877197266
2020-02-07,77.39990234375,103.96399688720703,73.40090942382812,174.6001434326172,49.871334075927734
2020-02-10,77.76750183105469,106.69550323486328,74.86732482910156,179.16712951660156,51.41866683959961
2020-02-11,77.29832458496094,107.54000091552734,74.93680572509766,175.12234497070312,51.62533187866211
2020-02-12,79.13397979736328,108.0,75.36209869384766,175.3787384033203,51.15266799926758
2020-02-13,78.57046508789062,107.49349975585938,75.10205078125,174.4292449951172,53.599998474121094
2020-02-14,78.58979797363281,106.74349975585938,75.36705780029297,175.98638916015625,53.33533477783203
2020-02-18,77.15077209472656,107.78350067138672,75.40227508544922,177.77137756347656,57.22666549682617
2020-02-19,78.26813507080078,108.51100158691406,75.67174530029297,178.30453491210938,61.16133117675781
2020-02-20,77.4651870727539,107.65499877929688,75.28070831298828,175.58163452148438,59.96066665649414
2020-02-21,75.7117919921875,104.79850006103516,73.61676788330078,170.03099060058594,60.06666564941406
2020-02-24,72.11542510986328,100.4645004272461,70.46061706542969,162.70001220703125,55.58599853515625
2020-02-25,69.67272186279297,98.63700103759766,68.79619598388672,160.0152130126953,53.32733154296875
2020-02-26,70.77799224853516,98.97949981689453,69.00212860107422,162.0145721435547,51.91999816894531
2020-02-27,66.15135192871094,94.21499633789062,65.25446319580078,150.59918212890625,45.266666412353516
2020-02-28,66.1126708984375,94.1875,66.46034240722656,154.24563598632812,44.53266525268555
2020-03-02,72.26780700683594,97.69750213623047,68.79619598388672,164.5089874267578,49.574668884277344
2020-03-03,69.97264099121094,95.44950103759766,66.38441467285156,156.62579345703125,49.70066833496094
2020-03-04,73.2182846069336,98.79149627685547,68.56196594238281,162.3763427734375,49.96666717529297
2020-03-05,70.84327697753906,96.20149993896484,65.2450180053711,158.3014373779297,48.30266571044922
2020-03-06,69.9024658203125,95.05449676513672,64.30116271972656,153.8267059326172,46.89866638183594
2020-03-09,64.37373352050781,90.03050231933594,60.33363342285156,143.40150451660156,40.53333282470703
2020-03-10,69.01002502441406,94.59100341796875,63.28036880493164,153.2078857421875,43.02199935913086
2020-03-11,66.61329650878906,91.04299926757812,60.09096908569336,146.26722717285156,42.28200149536133
2020-03-12,60.03492736816406,83.83049774169922,55.16072463989258,132.39552307128906,37.369998931884766
2020-03-13,67.22760009765625,89.25,60.25820541381836,151.2180633544922,36.44133377075195
2020-03-16,58.578975677490234,84.4574966430664,53.247676849365234,128.92996215820312,29.67133331298828
2020-03-17,61.15469741821289,90.39199829101562,55.48377990722656,139.54559326171875,28.68000030517578
2020-03-18,59.657630920410156,91.5,54.150352478027344,133.67129516601562,24.08133316040039
2020-03-19,59.20053482055664,94.04650115966797,55.16667556762695,135.87057495117188,28.50933265686035
2020-03-20,55.44215393066406,92.30449676513672,53.009971618652344,130.7674560546875,28.50200080871582
2020-03-23,54.26433563232422,95.1415023803711,52.311256408691406,129.46315002441406,28.952667236328125
2020-03-24,59.70842742919922,97.00499725341797,56.07680130004883,141.23077392578125,33.66666793823242
2020-03-25,59.3795166015625,94.29199981689453,54.667945861816406,139.8788299560547,35.95000076293945
2020-03-26,62.50422668457031,97.77449798583984,57.7099609375,148.62841796875,35.21066665649414
2020-03-27,59.91641616821289,95.00499725341797,55.09670639038086,142.52554321289062,34.29066848754883
2020-03-30,61.626319885253906,98.19750213623047,56.88568878173828,152.55093383789062,33.47533416748047
2020-03-31,61.50053787231445,97.48600006103516,57.66182327270508,150.15170288085938,34.93333435058594
2020-04-01,58.26456832885742,95.38500213623047,54.69175338745117,144.820068359375,32.104000091552734
2020-04-02,59.23680877685547,95.94149780273438,55.43266677856445,147.81912231445312,30.29800033569336
2020-04-03,58.385498046875,95.32949829101562,54.225284576416016,146.45767211914062,32.000667572021484
2020-04-06,63.47888946533203,99.87950134277344,58.715858459472656,157.34939575195312,34.41600036621094
2020-04-07,62.743675231933594,100.58000183105469,58.684593200683594,155.65472412109375,36.36333465576172
2020-04-08,64.34957122802734,102.1500015258789,59.897422790527344,157.21612548828125,36.589332580566406
2020-04-09,64.81391906738281,102.13800048828125,59.87609100341797,157.2255859375,38.20000076293945
2020-04-13,66.08604431152344,108.44349670410156,60.066646575927734,157.577880859375,43.39666748046875
2020-04-14,69.42362976074219,114.16600036621094,62.78710174560547,165.37535095214844,47.32600021362305
2020-04-15,68.78995513916016,115.38400268554688,62.393577575683594,163.64260864257812,48.65533447265625
2020-04-16,69.33654022216797,120.40950012207031,62.4000244140625,168.5552978515625,49.680667877197266
2020-04-17,68.395751953125,118.75,63.470436096191406,170.0405731201172,50.259334564208984
2020-04-20,66.97608184814453,119.68049621582031,62.58462905883789,166.67019653320312,49.75733184814453
2020-04-21,64.90583038330078,116.40599822998047,60.15349578857422,159.77719116210938,45.781333923339844
2020-04-22,66.77534484863281,118.17449951171875,62.44865798950195,165.20404052734375,48.807334899902344
2020-04-23,66.51655578613281,119.97250366210938,63.08186340332031,163.2046661376953,47.04199981689453
2020-04-24,68.4368667602539,120.51100158691406,63.35133361816406,166.1846466064453,48.34333419799805
2020-04-27,68.48524475097656,118.80000305175781,63.06648635864258,165.70860290527344,53.25
2020-04-28,67.3751220703125,115.7040023803711,61.16733932495117,161.6717987060547,51.27466583251953
2020-04-29,69.58805847167969,118.635498046875,66.60574340820312,168.92662048339844,53.367332458496094
2020-04-30,71.05612182617188,123.69999694824219,66.8300552368164,170.62132263183594,52.12533187866211
2020-05-01,69.91216278076172,114.302001953125,65.37206268310547,166.2036895751953,46.75466537475586
2020-05-04,70.90133666992188,115.79949951171875,65.64897155761719,170.26901245117188,50.74599838256836
2020-05-05,71.96546936035156,115.88999938964844,66.9451675415039,172.0970001220703,51.2140007019043
2020-05-06,72.70799255371094,117.56300354003906,66.76702880859375,173.79173278808594,52.172000885009766
2020-05-07,73.46012878417969,118.38050079345703,67.9505844116211,174.8009033203125,52.00266647338867
2020-05-08,75.2086181640625,118.98049926757812,68.69792938232422,175.82916259765625,54.62799835205078
2020-05-11,76.39203643798828,120.44999694824219,69.6532211303711,177.7904510498047,54.08599853515625
2020-05-12,75.51900482177734,117.84750366210938,68.2433853149414,173.76316833496094,53.96066665649414
2020-05-13,74.60719299316406,118.39600372314453,66.91093444824219,171.1354522705078,52.73066711425781
2020-05-14,75.06552124023438,119.44249725341797,67.33424377441406,171.8780517578125,53.55533218383789
2020-05-15,74.62171936035156,120.48899841308594,68.13817596435547,174.38201904296875,53.27799987792969
2020-05-18,76.37991333007812,121.31300354003906,68.7396240234375,176.0481414794922,54.242000579833984
2020-05-19,75.93856811523438,122.46649932861328,68.20466613769531,174.8294677734375,53.867332458496094
2020-05-20,77.41542053222656,124.89700317382812,69.92963409423828,177.2544708251953,54.37066650390625
2020-05-21,76.83824920654297,122.33699798583984,69.81004333496094,175.12542724609375,55.17333221435547
2020-05-22,77.33295440673828,121.84400177001953,70.13209533691406,175.20181274414062,54.45866775512695
2020-05-26,76.80915069580078,121.09300231933594,70.5355453491211,173.3496551513672,54.591331481933594
2020-05-27,77.143798828125,120.51950073242188,70.4814682006836,173.57876586914062,54.68199920654297
2020-05-28,77.17776489257812,120.05500030517578,70.38023376464844,173.18734741210938,53.72066879272461
2020-05-29,77.10259246826172,122.11849975585938,71.13850402832031,174.95359802246094,55.66666793823242
2020-06-01,78.05078125,123.552001953125,71.20549011230469,174.5526123046875,59.87333297729492
2020-06-02,78.41210174560547,123.62049865722656,71.57469940185547,176.53846740722656,58.770668029785156
2020-06-03,78.8437728881836,123.91999816894531,71.4228515625,176.96804809570312,58.86399841308594
2020-06-04,78.16475677490234,123.02999877929688,70.18468475341797,174.63851928710938,57.62533187866211
2020-06-05,80.39097595214844,124.1500015258789,71.46106719970703,178.7247772216797,59.04399871826172
2020-06-08,80.86628723144531,126.2030029296875,71.85904693603516,179.83224487304688,63.327999114990234
2020-06-09,83.41986846923828,130.04299926757812,72.05953216552734,181.20706176757812,62.711334228515625
2020-06-10,85.56605529785156,132.37249755859375,72.68579864501953,187.92832946777344,68.336669921875
2020-06-11,81.4579849243164,127.89800262451172,69.5693588256836,177.8368682861328,64.85600280761719
2020-06-12,82.1612548828125,127.2509994506836,70.11622619628906,179.24034118652344,62.35200119018555
2020-06-15,83.17737579345703,128.63400268554688,70.5042953491211,180.38595581054688,66.05999755859375
2020-06-16,85.38177490234375,130.7635040283203,71.78114318847656,184.80638122558594,65.47533416748047
2020-06-17,85.26292419433594,132.0489959716797,72.08236694335938,185.44607543945312,66.11933135986328
2020-06-18,85.296875,132.69900512695312,71.16827392578125,187.43186950683594,66.9306640625
2020-06-19,84.8094253540039,133.75050354003906,70.69783020019531,186.3148651123047,66.72666931152344
2020-06-22,87.02838134765625,135.6909942626953,71.98907470703125,191.48944091796875,66.28800201416016
2020-06-23,88.88597869873047,138.2205047607422,72.65006256103516,192.768798828125,66.78533172607422
2020-06-24,87.31697845458984,136.72000122070312,71.0978012084961,188.883056640625,64.0566635131836
2020-06-25,88.47613525390625,137.72900390625,71.5146484375,191.26986694335938,65.73200225830078
2020-06-26,85.75763702392578,134.64349365234375,67.6161117553711,187.44139099121094,63.982666015625
2020-06-29,87.73407745361328,134.0189971923828,69.3346176147461,189.4559326171875,67.29000091552734
2020-06-30,88.46643829345703,137.9409942626953,70.37078857421875,194.29635620117188,71.98733520507812
2020-07-01,88.2990951538086,143.93499755859375,71.55931854248047,195.43246459960938,74.64199829101562
2020-07-02,88.2990951538086,144.51499938964844,72.94535064697266,196.92185974121094,80.57733154296875
2020-07-06,90.66112518310547,152.8520050048828,74.42019653320312,201.1608123779297,91.43866729736328
2020-07-07,90.37982177734375,150.00599670410156,73.9373550415039,198.82176208496094,92.65733337402344
2020-07-08,92.48477935791016,154.0554962158203,74.61621856689453,203.19436645507812,91.05867004394531
2020-07-09,92.88248443603516,159.13150024414062,75.36357116699219,204.61695861816406,92.9520034790039
2020-07-10,93.04496765136719,160.0,76.3734359741211,203.99639892578125,102.97666931152344
2020-07-13,92.61571502685547,155.1999969482422,75.04447937011719,197.6951904296875,99.80400085449219
2020-07-14,94.14836883544922,154.1999969482422,75.47274780273438,198.91725158691406,101.12000274658203
2020-07-15,94.79586029052734,150.44349670410156,75.2752456665039,198.62127685546875,103.06732940673828
2020-07-16,93.62942504882812,149.9949951171875,75.177978515625,194.6878204345703,100.04266357421875
2020-07-17,93.44025421142578,148.09849548339844,75.27375793457031,193.69485473632812,100.05599975585938
2020-07-20,95.40941619873047,159.8419952392578,77.60564422607422,202.02008056640625,109.53333282470703
2020-07-21,94.09259796142578,156.9145050048828,77.21260833740234,199.29913330078125,104.55733489990234
2020-07-22,94.35691833496094,154.99549865722656,77.65576171875,202.16331481933594,106.15533447265625
2020-07-23,90.06214141845703,149.32749938964844,75.268798828125,193.37025451660156,100.87133026123047
2020-07-24,89.83902740478516,150.44549560546875,74.8449935913086,192.18638610839844,94.46666717529297
2020-07-27,91.9682388305664,152.760498046875,75.89804077148438,194.62094116210938,102.63999938964844
2020-07-28,90.45744323730469,150.01649475097656,74.61870574951172,192.87384033203125,98.43267059326172
2020-07-29,92.19135284423828,151.67649841308594,75.604248046875,194.8214569091797,99.94066619873047
2020-07-30,93.306884765625,152.593994140625,76.34169006347656,194.66867065429688,99.16600036621094
2020-07-31,103.0750503540039,158.23399353027344,73.83958435058594,195.7284393310547,95.38400268554688
2020-08-03,105.67230224609375,155.59449768066406,73.58203887939453,206.73641967773438,99.0
2020-08-04,106.37801361083984,156.94149780273438,73.11258697509766,203.63357543945312,99.13333129882812
2020-08-05,106.76358032226562,160.25149536132812,73.39990997314453,203.29945373535156,99.00133514404297
2020-08-06,110.48846435546875,161.25,74.68321228027344,206.55503845214844,99.30533599853516
2020-08-07,107.9764404296875,158.3730010986328,74.35668182373047,202.8602294921875,96.84733581542969
2020-08-10,109.54585266113281,157.4080047607422,74.2797622680664,198.82176208496094,94.57133483886719
2020-08-11,106.28797912597656,154.0334930419922,73.47187042236328,194.1722869873047,91.6259994506836
2020-08-12,109.82038879394531,158.11199951171875,74.79685974121094,199.71920776367188,103.65066528320312
2020-08-13,111.76392364501953,158.05099487304688,75.2638168334961,199.2513885498047,108.06666564941406
2020-08-14,111.6643295288086,157.4010009765625,74.66734313964844,199.44235229492188,110.04733276367188
2020-08-17,111.37279510498047,159.12049865722656,75.24347686767578,200.7598419189453,122.3759994506836
2020-08-18,112.30082702636719,165.62449645996094,77.20565032958984,201.91506958007812,125.80599975585938
2020-08-19,112.4417495727539,163.0240020751953,76.6513442993164,200.69007873535156,125.23533630371094
2020-08-20,114.93677520751953,164.86849975585938,78.22148132324219,205.36038208007812,133.45533752441406
2020-08-21,120.8597412109375,164.23599243164062,78.187744140625,203.86740112304688,136.6653289794922
2020-08-24,122.30525970458984,165.3730010986328,78.66314697265625,204.50865173339844,134.27999877929688
2020-08-25,121.30191802978516,167.32449340820312,79.69038391113281,207.16920471191406,134.8893280029297
